,순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,대표장르,감독,배우
3682,3673,2대1 출장녀,2022-08-21,6000,0.00%,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김지석,정보없음
3683,3673,2대1 출장마사지,2022-06-21,5000,0.00%,5000,1,1,1,1,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),김모리,정보없음
3684,3673,2대2 할래?,2022-07-25,6000,0.00%,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),민병관,정보없음
3685,3673,3대 1은 처음이지?,2022-11-09,1000,0.00%,1000,1,1,1,1,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),김혜연,정보없음
3686,3673,3인3섹:저마다의 섹스취향,2022-02-23,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),코메이,정보없음
3687,3673,40대 미씨의 성생활,2022-05-23,6000,0.00%,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),신승엽,정보없음
3688,3673,40대 미씨의 성생활 무삭제,2022-12-06,6000,0.00%,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),신승엽,정보없음
3689,3673,4G 구멍놀이,2022-06-21,5000,0.00%,5000,1,1,1,1,한국,한국,블루커뮤니케이션,블루커뮤니케이션,청소년관람불가,성인물(에로),이상영,정보없음
3690,3673,69복싱클럽,2022-10-21,1000,0.00%,1000,1,1,1,1,한국,한국,(주)픽쳐레스크,(주)티에스앤컴퍼니,청소년관람불가,성인물(에로),김태훈,정보없음
3691,3673,6교시 섹스교실,2022-06-28,1000,0.00%,1000,1,1,1,1,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),김민주,정보없음
3692,3673,7일간의 스와핑,2022-09-05,6000,0.00%,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),김만석,정보없음
3693,3673,82년생 임지영,2022-01-30,6000,0.00%,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),신승엽,정보없음
3694,3673,82년생 임지영 무삭제,2022-10-11,6000,0.00%,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),신승엽,정보없음
3695,3673,BJ여동생의 VIP 팬방 : 내 동생이 벗방에 초대 됐다,2022-12-28,1000,0.00%,1000,1,1,1,1,한국,한국,핑스토리,와이제이스토리,청소년관람불가,성인물(에로),전일만,정보없음
3696,3673,F컵 도우미의 질펀한 서비스,2022-03-17,8000,0.00%,8000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),호소카와 켄,정보없음
3697,3673,F컵 유부녀의 망사접대,2022-05-30,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),버드맨 텟페이,정보없음
3698,3673,F컵여동생과의정사,2022-05-20,1000,0.00%,1000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,성인물(에로),이정석,정보없음
3699,3673,F컵여동생과의정사-무삭제,2022-08-10,1000,0.00%,1000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,성인물(에로),이정석,정보없음
3700,3673,G컵 거유 여대생의 오일마사지,2022-07-21,1000,0.00%,1000,1,1,1,1,일본,일본,정보없음,(주)픽쳐레스크,청소년관람불가,성인물(에로),정보없음,정보없음
3701,3673,MZ세대 쓰리섬,2022-11-23,1000,0.00%,1000,1,1,1,1,한국,한국,주식회사 루믹스미디어,주식회사 루믹스미디어,청소년관람불가,성인물(에로),김소리,정보없음
3702,3673,SBFF2022 성북시퀀스 옴니버스,정보없음,7000,0.00%,7000,1,1,1,1,한국,한국,정보없음,정보없음,정보없음,기타,정보없음,이상지
3703,3673,SIFFF2022 오감만족 국제단편경선 4,정보없음,8000,0.00%,8000,1,1,1,1,기타,기타,정보없음,정보없음,정보없음,기타,정보없음,정보없음
3704,3673,SIFFF2022 오감만족 국제단편경선 5,정보없음,8000,0.00%,8000,1,1,1,1,기타,기타,정보없음,정보없음,정보없음,기타,정보없음,정보없음
3705,3673,SIFFF2022 오감만족 한국단편경선 1,정보없음,8000,0.00%,8000,1,1,1,1,한국,한국,정보없음,정보없음,정보없음,기타,정보없음,정보없음
3706,3673,SIPFF2022 원더(PS),정보없음,10000,0.00%,10000,1,1,1,1,기타,기타,정보없음,정보없음,정보없음,기타,정보없음,정보없음
3707,3673,XX 니들은 하지마라 결혼,2022-11-16,6000,0.00%,6000,1,1,1,1,한국,한국,주식회사 바나나픽쳐스,주식회사 바나나픽쳐스,청소년관람불가,성인물(에로),전성기,정보없음
3708,3673,가랑이를 벌렸다,2022-11-10,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)가온콘텐츠,청소년관람불가,성인물(에로),모소조쿠,정보없음
3709,3673,가면 무도회,2017-03-05,12000,0.00%,22593000,1,926,1,1,독일,독일,정보없음,(주)케빈앤컴퍼니,12세이상관람가,공연,정보없음,정보없음
3710,3673,가슴 큰 새엄마 시오리,2022-11-29,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),사쿠라비토,정보없음
3711,3673,가슴 큰 새엄마:동정교육,2022-11-11,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),코엔지 고로,정보없음
3712,3673,가슴큰간병인-특별한서비스-무삭제,정보없음,5000,0.00%,5000,1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,성인물(에로),천성준,정보없음
3713,3673,가정집 안마방 특별한 서비스,2022-11-17,1000,0.00%,1000,1,1,1,1,한국,한국,영화사 레드카펫,주식회사 루믹스미디어,청소년관람불가,성인물(에로),김현수,정보없음
3714,3673,가족들의 이상한 근친,2022-05-20,5000,0.00%,5000,1,1,1,1,한국,한국,(주)이십일세기미디어,(주)이십일세기미디어,청소년관람불가,성인물(에로),야신수,정보없음
3715,3673,가족여행 커플체인지,2022-11-04,6000,0.00%,6000,1,1,1,1,한국,한국,(주)룬컴퍼니,(주)룬컴퍼니,청소년관람불가,성인물(에로),이시영,정보없음
3716,3673,간병인들:농익은 서비스,2022-01-07,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),나베,정보없음
3717,3673,갑질하는 상사에게 길들여진 여비서,2022-12-26,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),버드맨 텟페이,정보없음
3718,3673,거부할 수 없는 유혹,2022-09-30,1000,0.00%,1000,1,1,1,1,캐나다,캐나다,정보없음,(주)픽쳐레스크,청소년관람불가,성인물(에로),정보없음,정보없음
3719,3673,거유 새엄마들:불타는 밤,2022-04-28,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),빈센트 갸루,정보없음
3720,3673,거유 섹스영업:거래의 조건,2022-05-06,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),에이고 모치즈키,정보없음
3721,3673,거유 츠구미의 에로소설,2022-01-25,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),코메이,정보없음
3722,3673,거유녀들의 가슴봉사,2022-09-23,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),호소카와 켄,정보없음
3723,3673,거유녀들의 남자사냥,2022-05-30,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),빈센트 갸루,정보없음
3724,3673,거유로 홀린 유부녀,2022-11-10,1000,0.00%,1000,1,1,1,1,일본,일본,정보없음,(주)빅콘미디어,청소년관람불가,성인물(에로),아사기리 키요시,아리사와 미사
3725,3673,거유유부녀 미오의 끈적이는 서비스,2022-05-19,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),버드맨 텟페이,정보없음
3726,3673,거친섹스:남편 상사의 욕정받는 날,2022-11-30,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),토미죠 타로,정보없음
3727,3673,게이샤의 기억,2022-07-20,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,오쿠 와타루,후루카와 이오리
3728,3673,결혼 전 맛보기,2022-06-09,6000,0.00%,6000,1,1,1,1,한국,한국,레드 시네마,케이엘 픽쳐스,청소년관람불가,성인물(에로),벤자민 킴,정보없음
3729,3673,계부에 빠진 딸,2022-08-28,6000,0.00%,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),유해종,정보없음
3730,3673,고급창녀2,2022-10-19,1000,0.00%,1000,1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,성인물(에로),에로핑,"채승하,민도윤"
3731,3673,고작 1미터 남편 눈앞에서 불륜,2022-11-10,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)씨맥스커뮤니케이션즈,청소년관람불가,성인물(에로),니쿠손,정보없음
3732,3673,과격한 섹스,2022-03-08,6000,0.00%,6000,1,1,1,1,한국,한국,타히티 필름,케이엘 픽쳐스,청소년관람불가,성인물(에로),알렉사 박,정보없음
3733,3673,과부 새엄마:더는 못 참아,2022-02-16,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),나카노 야요이,정보없음
3734,3673,과부형수 달래주기,2022-07-04,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),K-타로,정보없음
3735,3673,과장님 물건에 반한 음란아내,2022-10-11,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),정보없음,정보없음
3736,3673,관능소설:푹 젖은 미즈카와,2022-08-05,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),사쿠라비토,정보없음
3737,3673,관리인 녹인 용광로 부인,2022-12-15,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)씨맥스커뮤니케이션즈,청소년관람불가,성인물(에로),오오사키히로하루,정보없음
3738,3673,관음:아내의 외도,2022-01-24,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),나가에 타카미,정보없음
3739,3673,괜찮아 새엄마야 무삭제판,2022-05-10,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)라온컴퍼니플러스,청소년관람불가,성인물(에로),정보없음,정보없음
3740,3673,구멍깐부 내 형수,2022-10-09,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),디렉터 O,정보없음
3741,3673,구멍에 물주기,정보없음,6000,0.00%,6000,1,1,1,1,한국,한국,라이어 시네마,케이엘 픽쳐스,청소년관람불가,성인물(에로),김동해,정보없음
3742,3673,구멍의 선택,2022-03-21,5000,0.00%,5000,1,1,1,1,한국,한국,블루커뮤니케이션,블루커뮤니케이션,청소년관람불가,성인물(에로),이상영,정보없음
3743,3673,구멍친구:순종하는 유부녀,2022-03-25,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),토미죠 타로,정보없음
3744,3673,굶주린 누나들,2022-12-31,1000,0.00%,1000,1,1,1,1,한국,한국,P&미디어,P&미디어,청소년관람불가,성인물(에로),함성한,정보없음
3745,3673,굶주린 유부녀:타락한 하루,2022-02-16,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),토미죠 타로,정보없음
3746,3673,굶주린 친구엄마,2022-12-02,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),후카가와 지로,정보없음
3747,3673,궁녀,1972-07-13,9000,0.00%,39000,1,4,1,1,한국,한국,안양,정보없음,정보없음,기타,신상옥,"윤정희,신영균"
3748,3673,귀천도애,2022-08-04,5000,0.00%,5000,1,1,1,1,한국,한국,주식회사 바나나픽쳐스,주식회사 바나나픽쳐스,청소년관람불가,성인물(에로),전성기,정보없음
3749,3673,그것은 물 밑에서 온다,2022-04-21,5000,0.00%,5000,1,1,1,1,미국,미국,정보없음,(주)투케이에스픽처스,15세이상관람가,공포(호러),데일 파브리가,랜스 헨릭슨
3750,3673,그녀들의 쇼타임,2022-08-04,1000,0.00%,1000,1,1,1,1,캐나다,캐나다,정보없음,(주)픽쳐레스크,청소년관람불가,성인물(에로),정보없음,정보없음
3751,3673,그녀들의 욕정하우스,2022-05-01,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)라온컴퍼니플러스,청소년관람불가,성인물(에로),카츠라기 히로후미,정보없음
3752,3673,그녀의 섹스는 잘못이 없다,2022-07-06,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)라온컴퍼니플러스,청소년관람불가,성인물(에로),카츠라기 히로후미,이나가와 나츠메
3753,3673,그녀의 욕정 테라피,2022-12-27,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)가온콘텐츠,청소년관람불가,성인물(에로),모소조쿠,사와무라 레이코
3754,3673,그림자라 불리는 남자들,2022-07-20,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,액션,카타오카 슈지,하쿠류
3755,3673,글래머,2022-02-21,6000,0.00%,6000,1,1,1,1,영국,영국,정보없음,(주)라온컴퍼니플러스,15세이상관람가,미스터리,정보없음,"사이먼 네이더,에드리언 보쳇"
3756,3673,금단의 장모님:오늘 선 넘어보는거야,2022-08-17,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),나카노 야요이,정보없음
3757,3673,기운센 새아들 무삭제판,2022-05-27,1000,0.00%,1000,1,1,1,1,일본,일본,정보없음,(주)픽쳐레스크,청소년관람불가,성인물(에로),정보없음,정보없음
3758,3673,깊이 들어온 형수,2022-06-15,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)라온컴퍼니플러스,청소년관람불가,성인물(에로),버드맨 텟페이,정보없음
3759,3673,깊이 들어온 형수 무삭제판,2022-12-01,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)가온콘텐츠,청소년관람불가,성인물(에로),버드맨 텟페이,정보없음
3760,3673,꺾여버린 가슴,2022-12-12,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)가온콘텐츠,청소년관람불가,성인물(에로),모소조쿠,정보없음
3761,3673,꼬여버린 섹파들,2022-01-11,1000,0.00%,1000,1,1,1,1,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,성인물(에로),이로운,정보없음
3762,3673,꽉 물어주는 여자,2022-04-16,6000,0.00%,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),신승엽,정보없음
3763,3673,꽉 물어주는 여자 무삭제,2022-07-18,6000,0.00%,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),신승엽,정보없음
3764,3673,꾼들의 삽입 법칙,2022-02-04,5000,0.00%,5000,1,1,1,1,한국,한국,(주)이십일세기미디어,(주)이십일세기미디어,청소년관람불가,성인물(에로),야신수,정보없음
3765,3673,꿀바디 마나미의 섹스치료,2022-06-18,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),아베 신야,정보없음
3766,3673,끈적한 마사지가 좋아,2022-09-13,6000,0.00%,6000,1,1,1,1,일본,일본,정보없음,(주)영진크리에이티브,청소년관람불가,성인물(에로),K-타로,정보없음
